gdp_dist_CD_annual,gdp_dist_high_annual,gdp_dist_low_annual,gdp_dist_CD_quad,gdp_dist_high_quad,gdp_dist_low_quad
1.0164342961316368,1.0159395998152938,1.015013602957817,0.9644361906625981,0.9613079788502951,0.9552978700771696
0.9814589070115597,0.9800397801182964,0.9777804696827795,0.9834373591126689,0.9812215018188943,0.9771862633328662
0.9913251229669539,0.9908065062102793,0.9898978853325096,0.9780767114452068,0.9760057956693301,0.9721097884664625
0.9923583766155614,0.991369536769851,0.9900621859241159,1.0116307396056212,1.0087806159463488,1.0042919311075853
1.0007349868058648,0.9999118492651944,0.9982362905778857,1.0000593236459518,0.9961085371913815,0.9882772574350391
1.0231530953598371,1.0222372720529236,1.020652836107198,0.9980705522518809,0.9952960585826054,0.9895296389595765
1.005268726131627,1.0040420548162556,1.0020450632948426,0.9998592493000986,0.9980556998847732,0.994364759368879
1.0077640296491155,1.0067592646351042,1.0050933145175818,1.039727006091593,1.0376949620601292,1.034316721037654
0.9843998757504724,0.9832723404239786,0.9810409790939888,1.0164940305840005,1.0132875670358659,1.006443865391692
1.008827868441738,1.007632874300959,1.0053387470954827,1.0157518249814965,1.0112790835464884,1.002574181059129
0.9813198251417263,0.9800256984781593,0.9774821115327882,0.954393364133104,0.951681639361216,0.947049863871073
0.9778615462373443,0.977056157329614,0.9758440870254214,0.9796228440458203,0.9773483867364791,0.9730695831234387
0.9908524205311,0.9890967261613894,0.9861225807160546,0.9548713334443651,0.951734088324916,0.9460505102744793
1.0377741745244533,1.0342297908948248,1.0301848593129093,1.0544239732887775,1.0514773794704597,1.0465549304645525
0.9945350558105702,0.9941071205395459,0.9931472221713347,1.0005146607833972,0.9983207222013838,0.9947257662880453
0.9710325288701704,0.9702074250410707,0.9686922186020324,0.9801226453871872,0.9769019632799788,0.9714480421190329
1.0100623823384531,1.0091782118520571,1.0076335342910956,1.016825954657162,1.0148199614058897,1.0108585325731443
0.9933603240695963,0.9928940552461317,0.9920006468117822,1.0186941306528017,1.0162567510419789,1.01198138171401
1.0103382619042682,1.0096146570672444,1.0083111966927107,0.9761328363149843,0.9740562690134783,0.9700341140012413
